sentence,cct_labels
"i need to be someone, not someone famous perhaps, but someone who can look into a mirror and recognise who is on the other side.",Class 0
i feel that i am ahead of the game because i know what this course holds however i will go above and beyond to finish this summer semester strong.,Class 0
it seems cool and i am glad to be a part of it.,Class 0
i was a neuroscience minor because i loved understanding how the brain works.,Class 0
i feel like the reason why im in this class has to do with the reason why im here in general.,Class 0
"this way by being in this class, i know i am taking the necessary steps to set myself up for success and not failure.",Class 0
it's a big beautiful world and universe.,Class 0
"i am also taking this course at the same time as another lab course which could be a good thing because they may go somewhat handandhand, but i am hoping the overlap does not get too confusing.",Class 0
"i am in physics 101102 to learn about physics, and how the natural world around me works.",Class 0
i'm afraid of asking for help.,Class 0
"since physics is all about problem solving, i hope to get problemsolving skills from this class.",Class 0
we read about many basic physics stuffs which can be used in our daily lives.,Class 0
"at least not that i've seen.part of the answer has some basis in how i came to be on this earth, i think.",Class 0
"i am in physics not only because it is required for my major, but for me to better understand how things work on the world.",Class 0
i partially describe myself as a scholar and i feel the most scholastic taking part in the scientific activities.,Class 0
"although im not taking this class voluntarily, i understand the importance of this lab. my major is computer science.",Class 0
"i am here in this class because i am a biology major with a concentration in physiology and the requirements for my major is to take this class with physics 111, and to be eligible to get my bachelors degree.",Class 0
i suppose the second reason why im here is just for the extra support im case if i need it since there are some hard classes so it wouldn't hurt to just take them.,Class 0
it is so interesting how much makes up our entire universe and how much we dont know about yet.,Class 0
"however, because phys 112 is mandatory with phys 111, here i am.",Class 0
"rosalyn prem february 24th, 2020alma journal 1question: ""why am i here?"" i am here as a biomajor because i believe that just like anyone of us in this classroom, we are all able to become scientists.",Class 0
but why am i here more specifically in school.,Class 0
i was given the chance to think freely and to create actions that can affect those around me and change things in my life.,Class 0
"at the same time, physics makes sense because i can physically see everything that we discuss like gravity and acceleration whereas in chemistry, i just have to trust that electrons actually exist and interact in the way that im told they do.",Class 0
i need help in understanding how i can improve myself to be better for a specific problem i have during lectures in chemistry 115.,Class 0
physics will help me if i ever need to make any calculations that involve movement along any of the three axes.,Class 0
that is the reason why i am in this class.,Class 0
"one of the skills to learn, i believe, is to connect with something that you already know or something that you can think of.",Class 0
i also feel that there is no such thing as learning enough so i know that there is always something new i can learn here whether its a harder problem or just going more into details with definitions of topics.,Class 0
"i have a strong image of how i want my life to turn out, and being here will help me paint my canvas.",Class 0
"i am not saying it is a wrong belief to have, this area of intelligence and it's true value are impossible to record by mankind which is saying something in itself.",Class 0
"it's either i will choose a career path in this college path, or realize i have a better path else where and pursue that instead.",Class 0
for that reason it is that i felt the need to instead take advantage of my time.,Class 0
then i began to focus on math and science from a young age.,Class 0
i am extremely grateful that i have an education because not many have this opportunity.,Class 0
"i've always wanted to help animals ever since i was a little girl, specifically dogs, because i love them so much.",Class 0
i would love to become a doctor in the future and do surgery or become a pediatrician.,Class 0
i guess fate.,Class 0
either for ourself or someone very important to them.,Class 0
it is the curiosity in humans that drives us to be smarter and innovative.,Class 0
physics will be very helpful in reallife situations that i may come across in the medical field.,Class 0
i am too young.,Class 0
i just finished my undergraduate courses and now taking that classes that the program is looking for.,Class 0
"i feel like it is kind of hard to describe the full reason as to why i want to go into stem field, because there are so many reasons.",Class 0
"i personally have never really liked physics, probably because it is more math than a lot of my of my other science courses on top of the fact that it is (in my opinion) a more abstractdifficult course.",Class 0
i am in computer science because originally i wanted to join the military but then trump got elected so i went to college and choose my major by throwing a dart at a board.,Class 0
"after the first exam, only 6 of the class passed with a grade of d or higher.",Class 0
"although i could have attended other schools, this school was more convenient.",Class 0
i feel like knowing all this information can be beneficial to the real world and my future career in medicine.,Class 0
"the majority of classes are lecture based, which involve sitting still for at least an hour to listen to theories and problems.",Class 0
the number one.,Class 0
"personally, when i decided to add this class, it was because i thought o chem 2 was difficult.",Class 0
i'm currently taking two classes and a lab for my first semester because i have a fulltime job.,Class 0
"i'm here to learn more about general physics and get a better understanding of how the complex concepts discussed in the lectures in my other class, actually function in real life.",Class 0
i also need a fooking hair cut rn.,Class 0
"it's also quite ironic because i'm in an engineering related field so it's quite funny to think about an engineer who isn't particularly good at science or math, which are the two tenets of any engineering background. thanks for listening to my ted x talk yup.i'm also here because of decisions made by my ancestors and myself to survive so far.in case you don't understand english, i've translated this into latin so you can better understand.bonum quaestio!",Class 0
"hopefully, i finish in 2 years and being here right now in this class adds up to that point.",Class 0
it was all done based off my curiosity as mentioned before.,Class 0
i am here so that i am can become confident in speaking up and sharing my thoughts in an organized structure.,Class 0
i thought i wouldnt be capable of learning this subject but i passed physics 1 and i believe if i study hard enough i can pass physics 2.,Class 0
"i have taken physics before and i did struggle, especially with word problems.",Class 0
i come to this class not as a past failure but as someone with experience and understanding of what to expect.,Class 0
we go recap on a lot of material so i can really get what i going on by all the example problems they give us and seeing why and how to work together to really understand the material rather than just knowing the information from a short class period.,Class 0
"however, similarly if you asked a dog to recite a poem in english you would come to the same conclusion it would.",Class 0
i learned how to manipulate the equations that will help me in physics.,Class 0
"for example driving a car, opening a door, and even walking.its good to understand how the little things in our life function.",Class 0
"this question got me contemplating tho, like why am i here?",Class 0
"in terms of concepts and theories from physics, i don't know much about physics.",Class 0
i also took an astronomy class last year and i enjoyed taking that class.,Class 0
"because of breakthroughs in the past we have eliminated lots of diseases like smallpox and polio, diseases that have decimated millions in the past can now be eliminated with a shot.",Class 0
"why am i here, i am here for a few reasons.",Class 0
im here in this class because im taking a physics lecture class and this is a course we take along with the other.,Class 0
"from my results last semester, i received all as which felt amazing since the rest of my college career was abysmal based on the transcripts.",Class 0
i did not want to take any chances with physics so i made the decision to receive extra help.,Class 0
"""why am i here?""i am here because this class is a necessary step in the degree and ultimately career path that i want.",Class 0
the list keeps going!,Class 0
i dont even have my passport yet.,Class 0
i am here because i choose to be the better person rather than staying at home and being a useless member of society.,Class 0
"however, it's not too bad i've always excelled in science and math, but due to my poor work ethics, the damage is evident in my past grades.",Class 0
computer science is about logic and how things work.,Class 0
being in this class i will maybe meet new people that have different kinds of majors.,Class 0
i'm also trying to see some interesting things by doing some experiments.,Class 0
it also shows academicmental flexibility as physics is not related to the profession i am pursuing.,Class 0
i have a hard time finding out which formula could be used to solve the problem and i am just really bad at math in general.,Class 0
"the tools necessary in determining why i am here can only be answered in asking who caused me to be here, then, who caused my parents to be here, and so forth and so on.",Class 0
i also get to ask any of the questions i might have about the lectures we have gone through.,Class 0
"i am not the biggest fan of labs, because i am not very good with my hands at all, but i am required to take a lab along with physics 230.",Class 0
"while i might not need to specifically known translation and transcription or anything like that for my specific career goals, it'll give me the background i need to be good at my job.",Class 0
i had zero confidence in myself to be where i am and never thought i would be in college.,Class 0
in high school i had to an option to take physics but i never taken it because i did not like math.,Class 0
"it would have probably helped me get a better grade in the lecture class to take them together, but it wasnt as bad as i thought to just take the lab which also serves as a refresher for my next semester taking physics 121 and physics 122.",Class 0
but to be honest in the back of my mind i know what it has taken me to get to this point.,Class 0
i feel like i have to have this big purpose in my life already figured out.,Class 0
i personally do not like labs which i thought was because of the length but i find that i usually go into lab very confused with the instructions and not really understanding why im recording measurements.,Class 0
"in terms of this class, i would say i needed the extra unit to complete this ge requirement and so im here in this class now.",Class 0
"i love the creativity and mathematics filled environment where i have a blast playing around with graphs, equations etc.",Class 0
"furthermore, the main reason why im taking this course is due to my major.",Class 0
"i have taken physics before during my junior year of high school, but if im being honest, it wasnt exactly the best.",Class 0
"physics applies to many aspects of life, however, so that helps somewhat in terms of having motivation to put in effort.",Class 0
i am here because i need help with subject and i dont understand how this class works.,Class 0
"it started as one of those careers that elementary school kids talk about when their teacher asks them what they want to be in the future, and my answer was always a brain surgeon, because how awesome does that sound.",Class 0
getting declined from uc davis because they have a great vet program lead me over here where i can get my degree then try uc davis later.,Class 0
"whatever the purpose may be, if any, i know why i'm at san francisco state university, taking physics 112.",Class 0
"i'm hoping to have a good foundation of psychology before working with children because i believe it is important for them to learn about mental health, and not be invalidated by others when it could be more than ""teen angst"" or any other excuse.",Class 0
why am i in college.,Class 0
being in physics is difficult for me because there are many formulas i need to memorize.,Class 0
i also hope to become good friends with my lab partners since we are not able to see each other in person.,Class 0
"that, is how i want people to remember me by....",Class 0
"when switching from a nursing major to a microbiology major, i find myself needed to take a physic course.",Class 0
i would feel more comfortable redoing the sequence rather than just being confused in the next class.,Class 0
i know physics plays a role in kinesiology since it used in biomechanics.,Class 0
i think about what i can do to be better and about the priveledge i have.,Class 0
"i need to be able to remember, comprehend, and manipulate various formulas.",Class 0
and it was the same reason i am now taking an astronomy lab class.,Class 0
"i do like physics, though.",Class 0
college so far has truly been a very life changing experience for me.,Class 0
i now understand how particular this class is to understand and develop my academic career and research career.,Class 0
a lot of the people i've talked to dreaded taking physics but so far i've really enjoyed my time in the class.,Class 0
its easy to take the simple fact that i am able to do what i want for granted.,Class 0
"in my opinion, if i wanted to really understand and want to learn physics i wouldnt be taking a physics course in this day and age.",Class 0
i really do hope to get a lot out of this class despite the circumstances.,Class 0
according to who?,Class 0
my second year at state was when i took advantage of these sci courses because i knew that they would help succeed.,Class 0
"since i was a kid, i've always been curious about many things especially the body.",Class 0
"but most scientists are in their fields not for money or selfish reasons, but because they have a pure interest in their subjects and they want to learn as much as they can, and share that knowledge with others.",Class 0
i am also hoping that the class will be useful.,Class 0
i like helping people and making people feel great about themselves.,Class 0
i took one year of physics during my junior year of high school.,Class 0
"gradually, i passed some classes and got into a specific academic route and this is the point that i am at.",Class 0
n. velez im quite literally here in this class because i took physic s before but didnt pass with a grade i wante d.,Class 0
"i have learned so much about myself during my time at sfsu, but i can honestly say that i am prepared and excited for what is to come for me and my future.",Class 0
i am here to better my life and prepare for the future.,Class 0
in terms of this class i am only really here for my major.,Class 0
one of my goals will be to live in san francisco for a year and learn as much as i can from this city.,Class 0
i also heard that physics 2 is a lot more conceptual so im a bit moreat ease.,Class 0
"it definitely is a difficult journey and comes with many challenges, but in the end, i will achieve something that is going to benefit me for the rest of my life.",Class 0
this class is one of my most challenging courses there is for me as a student.,Class 0
"i still enjoy life, but i enjoy it walking forward towards any goal i put myself to.",Class 0
"i feel like the physics is at the center of life whatever we do, whether if its driving, walking or even when i am writing this essay.",Class 0
i like to relate what i learn to everyday activities because it is easier to remember and understand.i have only taken one physics class besides this one and so far its a good time.,Class 0
"i hope to learn a lot about marketing, and have my own business one day.",Class 0
my grandpa passed away when i was in high school so i really wanted to still have a reason to come to san francisco.,Class 0
why am i here on earth?,Class 0
this is very important to me.,Class 0
"second on my list is italy, once i get my hands on pasta from italy i can die a happy woman.",Class 0
"if that is the path i eventually do not take, i am very interested in virology and would like to study them.",Class 0
i tend to have a hard time with math as well so i believe that may add on to the difficulties that i will face in this course.,Class 0
so i can spend my junior and senior year trying internships and exploring new places.,Class 0
"with that said i've always been a fan of math and science, the idea of why things happen in the real world have crossed my mind but i've never really understood enough to explain what i see.",Class 0
i ask myself what am i doing to create a better future for myself but not forgetting to live life in the moment.,Class 0
"i am here to be happy, to make an impact, and to make a change during my life span.",Class 0
science is my weakest subject.,Class 0
i wonder if i will enjoy the online lab experience better than in class.,Class 0
it takes a lot of hard work.,Class 0
i care about my grades and i really enjoy the topics although its difficult.,Class 0
"office hours seem scary to me sometimes, because i don't know what questions to ask.",Class 0
so i am taking this class and planning on learning the material well so that i will be able to use it in the future.,Class 0
i am hoping that this time around i can do better than i have in the past.,Class 0
"the real question isn't in the metaphysical sense (what i have been describing above), which is the deep question to why i am here.",Class 0
"i know in the real world, math is used again time after time after you graduate.",Class 0
when enrolling in classes for the spring semester i knew exactly what i needed to take but i didnt consider the amount of credits that i was taking.,Class 0
my brother and i used to watch how its made for hours on saturdays and sundays.,Class 0
as the knowledge i learn in this class will completely determine how well i do in the next physics course.,Class 0
i do enjoy physics and i believe that everyone should have a basic understanding of it.,Class 0
i have been worried to take this class as physics is always regarded as one the harder subjects you can take.,Class 0
"i don't have any low expectations for this course, and i hope that the lab supplement can help me understand the lectures even more, despite the onceaweek meet time.",Class 0
they got married and eventually moved back to the united states.,Class 0
as a firstgeneration college student it was really hard for me to get here.,Class 0
"personally, i do not like to take any physics class in high school and in college because i don't like math and i am just bad at it.",Class 0
i am here because i am advancing in my academic goal of getting my bachelors in biology with a concentration in physiology.,Class 0
i pay my own tuition and its way cheaper compared to private colleges or out of state colleges too.,Class 0
i changed my major to biochem and of course one of the pre requisites is physics.,Class 0
"i somehow still passed the class with a d even aft er i didnt show up for th e last three week s of class or the final , which tells me the school threw a massive curve for the students .",Class 0
honestly i am really excited for my physics courses this year much more than any of my other classes.,Class 0
the physics lab specifically is showing me isolated scenarios and allowing me to analyze them so that i can fully understand them when i come across them in real life.,Class 0
i hope that this lab will help me understand what is happening in the lectures.,Class 0
"i consider myself a lifelong learner, as i am constantly curious about the world around me and how everything works together.",Class 0
for months i worked random jobs while i searched for something to inspire me.,Class 0
it is my goal to help with what i have learned in pakistan.,Class 0
i do like some math stuff but i have a hard time understanding physics the way it is taught.,Class 0
"i have also been passionate about these two things since i was about two, mostly animals.",Class 0
physics is very useful and that is probably the only thing that makes it interesting to learn it.,Class 0
i have also been looking for science clubs to join in order to meet other people from my major.,Class 0
i think i will be a more competent and knowledgeable biologist with a solid understanding of physics.,Class 0
i am a pre nursing major and chem 115 isn't exactly for pre nursing majors but i still took the class because it's a challenge and i thought it would help the concepts of dilutions and the equations and everything.,Class 0
i could say i am here because of the simple fact that my mother gave birth to me.,Class 0
"i chose sf state because i grew up and went to school in a small town, and i love sf and being in a city.",Class 0
i have taken a sci class before and the first couple of ones didnt work out so well but the latest one i took was great so im here to try it again.,Class 0
despite the horrible date learning what he did intrigued me.,Class 0
these people would use science to create incredible visuals and more to reach another level of the artform.,Class 0
maybe one day i can work for elon musk for spacex but if not nasa would be dope.,Class 0
"education is not a luxury but a need, an educated person is more accountable than one that has not to have as much education.",Class 0
as years pass i tried to figure out a career path i want to follow and be successful financially as well enjoying it too.,Class 0
which im majoring in just because its a job i know i can do well in and tolerate as a career.,Class 0
"the question, ""why am i here?"" is a pretty deep question.",Class 0
"as for other reasons, i have always been intrigued by the world of physics and their law and theories.",Class 0
"of course, i have thought of the downside of being a veterinarian as well.",Class 0
i hope my attendance will help with understanding the material and being able to correctly calculate the various problems.,Class 0
"while some of the material may be review, i am excited to learn new things and refresh my memory.",Class 0
my first impressions of the lab are ok i guess.,Class 0
i am taking this sci class because i need help to get through physics.,Class 0
i always feel like when im asked why im here i think there is a lot of pressure for me to answer that question a certain way.,Class 0
"""why am i here?""why am i here?",Class 0
an event that set this goal into action was my mother attempting to attempt suicide by over dosing on painkillers.,Class 0
i know that i was put on this earth to bedo something great.,Class 0
i feel that personally this class is not entirely necessary for computer science majors to take.,Class 0
i just enjoy the certainty that it brings.,Class 0
"i am here for an abundance of reasons, but again, it is mostly for myself.",Class 0
even though physics is a hard subject for me to learn i am willing to put in the effort in understanding it,Class 0
"since then, ive enjoyed learning the different facets of engineering and the technical pieces that follow.",Class 0
i feel like the reason i am on this planet is to try to impact the others around me in a positive way and to leave this world in a better condition that it already is.,Class 0
"while the subject is very interesting, i do not have a passion for science at all.",Class 0
that is why i ask myself this question.,Class 0
i sometimes struggling to not use my calculator because i have always used it in my pervious classes.,Class 0
the reason i study lies in the constant fear of failure i acknowledge in myself.,Class 0
"i tend to enjoy helping other people learn chemistry and also enriching what they do know, so i may end up being an educator because of how i love to learn about chemistry and help people.",Class 0
"in understanding animals for biology, physics can help us understand how they move and the factors that affect it, such as weight and gravity.",Class 0
over time i actually didn't know if i would end up here but i love to be here.,Class 0
"when i have done these things, i know that i will be content with the life that i lived.",Class 0
the initial reason i took this course was because i needed a one unit course to be considered a full time student.,Class 0
do we just die off like stars do?,Class 0
"my first year here was stressful, for being given heavy loads of homework each day.",Class 0
i am a dental assistant and have been working as one for 15 years.,Class 0
"even though i struggled throughout school, i was able to make it through even if it doesn't go my way.",Class 0
i am here because sf state is close to hometown in san jose.,Class 0
i have mentioned in the previous class i haven't been the biggest fan of physics.,Class 0
electrical currents have always intrigued me on its reliability and complex simplicity.,Class 0
so i think it is also a good way to help me understand how things work.,Class 0
physics can help provide deeper levels of a subject and can be beneficial in daily life scenarios which can improve your problem solving skills.,Class 0
"when someone asks me why am i here i think about the present moment, i am honestly in this class because its a prerequisite for my major.",Class 0
"particularly, i am in its class because it is a prerequisite for medical school.",Class 0
a degree will let me have more options in the future.,Class 0
"i hope that by the end of this semester, i will be able to absorbs most of the knowledge from the labs and lectures and the apply those knowledge in real life scenarios.",Class 0
we are here for a purpose and to live with the earth and not to take the earth for profit.,Class 0
"i also want to find happiness, which i know is never a constant but that will only make me appreciate it more when i am happy with myself and my life.",Class 0
i am in this class because i need extra help studying for bio 230.,Class 0
i am here because i have changed what i wanted to study at school about 4 times without being certain whether i would like it or not.,Class 0
emily pham 091020 physics 102 reflection i am here because i wish to learn more about how the world works in a way.,Class 0
in order to apply to grad school i need ochem as a remaining prerequisite.,Class 0
"i was scared to take a step into a more advanced course in my senior year because i knew physics could get really complicated, but i had a really good teacher who really cared about his students.",Class 0
"i guess that the college experience, but i have made it this long, these past three years have been a quite a challenging journey, adjusting my school schedule with work is still a hassle.",Class 0
"when i was in high school, i wanted to become an astronomer but i ended up coming to college for child development.",Class 0
"then i wondered why i chose this major over others, and realized because i love machinery.",Class 0
they are my reason to go on in life.,Class 0
"if it were not for my major, i would not take this course since physics has always been the course that i try to avoid.",Class 0
im not interested in the math aspect but when we talk about the stars and galaxies i find myself more into the conversation rather than a conversation that determines the longitude and latitude of where a stick figure person might be.,Class 0
"i don't know why i'm here, in this universe, but i know that every event in my life thus far has let me to this moment of questioning my existence.",Class 0
we all have some purpose.,Class 0
i am here because i am taking linear systems analysis as a requirement for my major which is mechanical engineering.,Class 0
i also want to learn how things work around me and why they do certain things like a balling falling straight down due to gravity pulling it inwards.,Class 0
i told how i really liked the books about rocks and how i already read all of them.,Class 0
"i have taken 3 chemistry courses in community college, and have not been successful all three times.",Class 0
"i am also not terrible at doing math and thinking logically, so this career choice seemed like a nobrainer.",Class 0
i am here because i should be.,Class 0
"17, 2020why am i here as in this class, in this college, in this part of california or in the broadest statement of all, why am i here on earth?",Class 0
"if i didnt take summer classes to get ahead, again, i would never be in this class.",Class 0
"i play the piano regularly and practice jazz piano, and when i took that class i was also well ahead of the curve.",Class 0
i am now taking this class for my learning as well as for my major and i hope to do well in them.,Class 0
although i haven't had many pets myself i have always loved animals growing up.,Class 0
i am looking forward to see what else i can learn from this class from here on out.,Class 0
my main goal in college is to be successful in whatever it is that i decide to do because it is only my first year and who knows where life will take me.,Class 0
here we can compare notes or go over topics that we may have not gone over yet.,Class 0
i have loved fashion my whole life and believe it was my purpose and lifelong dream to be in the industry working alongside big name designers and stylists.,Class 0
"moreover, i am also here to understand and gain new knowledge about physics, as well as learn from others and increase the understanding of what i am doing with my life.",Class 0
"the most interesting stuff to learn in physics, i would say i like to learn gravity and movement.",Class 0
i know for a fact that i am not very skillful at doing mathematics or anything quantitative.,Class 0
stem majors are pretty hard but as long as i study enough the classes shouldnt be too difficult to learn and i can be a good handy man knowing about how all things that surround us are made.,Class 0
"i don't really like going to tutors mainly because they have a different teaching style from other teachers and they usually confuse me more with a complex subject like math, but i need more time with the material and this is the next best thing, so .....",Class 0
working my issues out here will be my main support aside from homework.,Class 0
"i'm at sfsu on the other hand because it suits me the most considering my financial, social, and academic standing and preferences.",Class 0
"if everyone waited for the answer to be given to them, then humans would never advance beyond the stone age.",Class 0
"throughout my educational career, i have been pretty successful in passing all of my courses.",Class 0
i had taken a sci class in the past and had found it immensely helpful.,Class 0
i am a kinesiology major so i am here to learn to help others.,Class 0
"i grew up in the east bay, and i always wanted to live in san francisco because of all the opportunities.",Class 0
"instead, i'll draw something up with cad and write descriptions based on what it does and why it does it.",Class 0
i am a big fan of math but for some reason physics doesnt stick to my brain.,Class 0
im not shy to say it how it is and it will drive me to success.,Class 0
learning about the world in a lecture can be really boring at times even if you are interested in the subject.,Class 0
"although i do not qualify for fafsa, my family and i still can not afford for me to live on campus or in san francisco.",Class 0
it will be very helpful to me since i have much to learn in physics.,Class 0
"as i got older, i started to realize the complexities of the machine and all the different aspects of the industry which only made me more fascinated.",Class 0
part of me wishes this wasnt the case because my major is all about the study of animals and apart from the physics of their molecules in the bodies of the animals and apart from that physics has no correlation.,Class 0
i am passionate about my end goal with my degree but i do not think i am specifically passionate about physics.,Class 0
"it's a selfish wish, which is why i continue to live for others, to nurture them and attend to their needs.",Class 0
"i love science, so i'm excited for this class.",Class 0
i am currently enrolled in sci 240 section because of my current and future career aspirations.,Class 0
"i am here in san francisco because at the time of applying for college, i thought i wanted to move away from home and experience a new city.",Class 0
"i like physics, and my major, but let's go way back.",Class 0
its the only hpyscis class required for my major and i assume its because of kinetics and deriatives.,Class 0
i wanted to give up when i failed a second time.,Class 0
i am able to teach myself or learn from other people and i don't necessarily need a degree for that.,Class 0
"specifically speakers, im here today in this sci class because i need help with calculating valence electrons,atomic orbitals, and electron configuration.",Class 0
"like how to determine the dimensions of an area in order to build some type of shelter or find out how much material i will need to put up some sort of fencing, or figure out how deep something is in a body of water.",Class 0
it was not until college that i learned the applicability of a good education.,Class 0
honestly i would have absolutely no clue about central dogma and cell division if it wasnt for this class.,Class 0
this weekend i plan to start reading the book and taking down notes .,Class 0
"chemistry can be fun and exciting if it's understood, however can be easily frustrating and difficult if you get lost along the way.",Class 0
i really enjoy the energetic vibe of the class and how open everyone is as well.,Class 0
i also know that obtaining a high paying career and actually doing something you enjoy a great path to success.,Class 0
i guess i try to understand the world around me and understand how things work.,Class 0
physics is one of the classes i told myself in high school that i will never take unless i have to.,Class 0
"therefore, for the rest of this paper, i am going to plagiarize a movie synopsis to take the rest of the room.",Class 0
it helps me feel like an expert on subjects and have an open space with classmates who are struggling with the same things i am.,Class 0
"i have learned a lot since being here and i cant wait to learn more not only about myself, but about becoming a doctor as well as learning new things in the world.",Class 0
i am excited to see what will happen with these two classes.,Class 0
i enjoy doing these calculations as well.,Class 0
"i also want to be able to gain the experience as a college student and by doing so, i would need to expand my horizons by connecting with others from different backgrounds and ages.",Class 0
i am here for many of reasons.,Class 0
since computer engineering is also an engineering degree its requirements are very similar to electrical engineering which means all the same science class.,Class 0
started gyming again.,Class 0
"ive taken a calculus course before in my sophomore year of high school and received a b, but in all honesty i have no idea how i got that grade.",Class 0
i want to be part of a change like this.,Class 0
"it seems very relevant to many real life problems and basically explains why everything moves or how it works, which i didn't realize before.",Class 0
"also, because the class is a few hours before my cell biology class, i know that i will be spending more time studying because i will be on campus.",Class 0
i'm here to explore and find my own meaning in life and learn along the way.,Class 0
i studied a couple times with people in my class but not enough.,Class 0
"i know through this field, i'd be able to make a lot of money, so much as to where i want have to worry about finances anymore.",Class 0
it is a diverse community and it is a place where i feel happy.,Class 0
i have been in school for a while and i am looking forward to be able to start my career and travel the world (once the pandemic is over).,Class 0
i am here to make a change in the world.,Class 0
the stem field has many opportunities for people to choose from and it wasn't difficult finding what to to do.,Class 0
i am also really interested in the human body and how it works.,Class 0
it is also a great class to make friends or meet new people that are also taking the same subject as you.,Class 0
and i am here because i feel like this is where i am destined to be.,Class 0
he used to take me to construction sites and that really grabed my attention since i was young.,Class 0
"when getting more specific towards the question of why am i here? i would say that i am generally just taking this class because it is required for my major..however, i am specifically taking this lab because i did not pass my lab last semester.",Class 0
i am also here studying at sfsu as a biology major because i would eventually like to go into doing my own research.,Class 0
"my schedule is a little overwhelming right now and i felt that although i succeeded in chem 115, i know chem 215 has more to do with math and i thought this course would help to structure my learning and force me to study the lecture notes.",Class 0
"i know it will be impossible to learn everything, but i am curious about how things in our world works.",Class 0
another part to mention is that a lot of classes currently at any school are online so it brought me to this class.,Class 0
i'm here in order to get some lab experience for physics related topics.,Class 0
which i want to eventually repay them for everything they've done for me.,Class 0
"after moving to san francisco from southern california, specifically carson, i know that i am here for my education only.",Class 0
physics turns people into problem solvers and that theres more than one way to think and get an answer.,Class 0
why am i here..,Class 0
"i am taking this physics class because i need it to graduate, but i am also always open to new knowledge.",Class 0
i did not know what to expect for my first semester out here so i also decided to enroll in this course for safety measures just to make sure my first semester alone would go by more smoothly..,Class 0
"when i say that, i mean: the idea of revisiting physics is not solely to make a living hell in my life, but to allow me to refine my quantitative reasoning skills before taking mcat, and to thoroughly learn physics in its bits and pieces like i did not receive that chance to before.",Class 0
the reason im in this class is to fill my requirement.,Class 0
for me it's a step towards a bigger goal in my life which is to graduate and get into a dpt program.,Class 0
why am i here?i am here because of my passion for the medical field and my wanting of continuing education.,Class 0
thats just one example of how i think technology can change the world.,Class 0
i honestly didnt know what to do for the longest time but i found an interest on cars and i would like to work for a good car dealership and fix cars.,Class 0
the breaking point for my mother was the death of my grandmother.,Class 0
"but im glad im finally here, although school is online.",Class 0
"i can't say i am the biggest fan of physics, but i do enjoy solving problems so i hope to be able to understand the work i do as well as be able to apply what i learn in other areas.",Class 0
other then that i am also here because i wanna graduate.,Class 0
"there, i felt truly wanted and fulfilled with every task i completed for them, both small or large.",Class 0
i am here because i was put into this world for a reason.,Class 0
visiting a new environment is a good feeling and puts me in a position where i dont always know everything.,Class 0
also its a free a for my gpa as long as i show up to the class.,Class 0
"i have had a lot of trouble with math classes in the past, some of my teachers were absolute nightmares, but so far this physics class doesn't seem too bad.",Class 0
i also hope that the supplemental class will enforce what we learn in class and help me better apply formulas to the word problems we have for homework.,Class 0
"i am a third year, a little behind because i declared my major as a sophomore, but still excited to expand my knowledge on physics.",Class 0
i also really enjoy photography.,Class 0
i find it fascinating to learn how the moon and the solar system actually works and how earth orbits.,Class 0
i made a choice to continue my education after high school.,Class 0
"because when you think about it, the only reason why were here in college, is to get a job that pays better than average.",Class 0
"as for this class, im here to get all the extra help i can get, especially in calc 2.",Class 0
it is a great place to breakdown problem by problem as we do not do this in the class lectures.,Class 0
so come to the united state to compete with few people.,Class 0
all he does is go over many examples without actually explaining all that well.,Class 0
why do we exist?,Class 0
i think only actual physics majors would write something along those lines.,Class 0
"in addition to this, i do hope to someday make a difference in the world, and strongly believe that i can do so if i pursue a stem related career.",Class 0
however chem 215 is a harder course and i knew i was going to need more help on it.,Class 0
i didnt realize it before but physics requires gathering lots of data which is pertinent to many other scenarios.,Class 0
i believe taking the laboratory along with the lecture can help me to understand the material even better.,Class 0
ideally i would want to do something i like doing and at the same time it makes me a lot of money.,Class 0
i think my biggest problem are word problems.,Class 0
"not really."" he turned away and never spoke to me again.",Class 0
"i am a computer science major, so besides being required to take the course, i am looking to learn about the process that this course teaches you.",Class 0
"in a year i lost everything but now that i have come back, it almost feels as if i was meant to be here at this exact time in my life.",Class 0
"lastly, i am here because i am passionate about my education and i never want to stop learning.",Class 0
i did not enjoy phys 111 it was hard for me.,Class 0
"physics is not an easy subject for me, but since it is necessary for my major, i plan to follow through with the course lecture and lab.",Class 0
"however, i didn't think it is the most important reason.",Class 0
i am in this specific class because it fits best with my current academic schedule.,Class 0
"i am someone who loves interacting with people, and i like working in groups.",Class 0
"my true desire though, is to learn and excel in chemistry, my favorite subject and major.",Class 0
"i have always had an issue with math, as in i don't know how to start problems.",Class 0
i was middle school student in japan.,Class 0
im at sfsu because i am pursuing a bachelors of science degree in biochemistry.,Class 0
"i am in this world to work, doing any kind of work.",Class 0
i really hope that this sci class can help me do well in chemistry this semester and the others to follow.,Class 0
"however, now that i'm in the class, i really enjoyed it, the environment and people are very friendly, and i can really feel that positive energy every time that i join in zoom.",Class 0
i hope im able to gain more knowledge from these labs.,Class 0
the reason im here is because i need to get my college education from somewhere and from someone.,Class 0
stem research is a collective effort that builds on top of each other.,Class 0
"i am here because i woke up today and i am ready to serve my purpose, whatever it may be.",Class 0
"by having a slightly more formal setting where there are others participating, i hope to have more confidence to ask my own questions.",Class 0
